location,url,title,money
万科公园里,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EdrHEkPjcdrjELPHbvXaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkDvn19vPHEznW93PHnOnTDKnHbdrjn1nW9zPjEQn1D3rEDOnjTkTHbknjTKnik1nHTKPTDQPWDOP19vrH9LPjDkTHmKwbnV0AnVUA-1IAQ-uMEKnEDQTyu-uywx0ZKMXRqW0APxnWTznjTdnW6tnEDVnEDKnHD3nW9Ynjn3n1T3rjbknWDYPTDvTyGGmNI-rWcknjKxn1TknTDQTyELrHm1nWK6sHmdnHcVPj0OnaY3nAEQsH66ujD1nWNdPHT1PTDQn19dPj03PjnYn1bLrj93PHDzTHD1rjNYP19Yn1E1nWmdrjN1PjEKTEDKna3krHndrHnvnjNKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDKnik1nHDKXLYKnHTkPjnKnHTknWcknEDQnAEzuWT1naY1rAPhsHEzryNVrH7WriYYuWDOmW9kPjEOPvnKTHTKTEDkTHE_nH9dPikQPHN3n9DQTyOdUAkKuHP-rAEzmyF6PAw-mycOPk&tid=10d2f030-38cf-429e-91c9-4f19b804497c&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】南岭 万科公园里 1室0厅,4000
新洲花园,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EdP1NYn1cvrj9znWcdXaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkDLPWT1rjnYnjmzP1bLPTDKnHb1PjNQnWDdPW0vnHTOPEDQn1TknTDQn1TknTDQsjnQnTDYTHDvnHbLrjmOrj0YnHTKPk7AEzdkmzd_pgPYUARhITDQTHDKuhR-u7qk0AIOgvPkmdtznjcknjNzrZkQTiYQTEDQn1nzPHbvPWEdPHmkn1nznW93THmKph-6wvNlnWTkn7t1njTkTHDKPANQm1F6nAcVm1NzuaYYnyR-syDkrHbVPHmzryEYPAPhn1bQTHD1P191n1NQn1NzPHnOn1EkrjTKnHnLrjn1PHD1PHDLrjE1PWmkrTDKTEDksWTOn1NOn1mkPEDKsEDKTE7WPiq8ubIjHaq501w-P7-gwZ0zEb7M5HYKnHcQsWnYsWDdna3zPjcKnTDkTEDQsjnQnE7exEDQnjTYnkDQnjTznWTQTymvm1u-myDdsHubnyEVPAEknaY3nvNvsH7huAPBmH--nhD3PTDKnTDKTHTKPakQrjTOsjcvP1TKnE78IyQ_THcdmWwWPvRWnvRbmynzmH0&tid=f6c6eaa5-6d1d-4d00-83e6-1fdcba9e2a84&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】新洲 新洲花园 1室0厅,4024
坂田,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1E1njcknjEOnjnkrjT3XaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkDvnjbzPj93PjckrjmYrEDKnHN3PjNzPjNOnHbYrj9kPEDznHTknTDznHTknTDQsjnQnTDYTHDvnHbLrjmOrj0YnHTKrT7AEzdkmzd_pgPYUARhITDQTHDKuhR-u7qk0AIOgvPkmdtznjcknjNzrZkQTiYQTEDQnH9zPjmvnWmOP1TzPHnLnWDvTHmKph-6wvNlnWTkn7t1njTkTHDKmvDdmH6Bn1EVPH6WPzYYrjKWsy7-m1nVnHN1PW9dP1N1nvF-THDzrj9LPjT3n1cQrjmznWEvPjTKnHc3rj0Ynj91nWDzP1NkPjn3PTDKTEDksWTOn1NOn1mkPEDKsEDKTE7WPiq8ubIjHaq501w-P7-gwZ0zEb7M5HYKnHcQsWnYsWDdna3zPjcKnTDkTEDQsjnQnE7exEDQnjTYnkDQnjTznWTQTHbOrAR6mHEQsH0vPADVPjw6midBuWPWsH6hrH6WuHu-uWn1PkDKnTDKTHTKPakQrjD1sjcvrj9KnE78IyQ_TywbPhnduhn3PAwbnvNYuHN&tid=998eaa41-764a-44aa-bf3c-8f98ce6ef337&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】合景昕舍 坂田 天安云谷旗舰店,4380-4680
万众城,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1n3PWbLnH9zPWmdnjbQXaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkDYPjmLPjT3rHmYrHE1nTDKnHnLPWNkPH0OPjn3PWbYPkDvPHTkTHmdnjTKnik1nHTKPTDQPWDOP19vrH9LPjDkTHbKwbnV0AnVUA-1IAQ-uMEKnEDQTyu-uywx0ZKMXRqW0APxnWTznjTdnW6tnEDVnEDKnHD3nWDLn1nknHm3PWbYn10YPTDvTyGGmNI-rWcknjKxn1TknTDQTyn1rHDdmyDLsHw6PHEVPAFBmzYOPW0ksHKWPHmYnyc1PHbOPkDQnWndrjN3n19QnH0zrHnzPWT3THDzn1N3PH91rjDQnjDvnHnkPHmKTEDKna3krHndrHnvnjNKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDKnik1nHDKXLYKnHTkPjnKnHTknWcknEDLn1KbuhmzuidBujEvsHE3PWmVrAE1PaY3PjRWPWNYuWK6rHEKTHTKTEDkTHE_nHmknjb_n1NQrH0KnE78IyQ_THnYrAE1PyE1myPBm1PhPhn&tid=730dff2e-bd46-4866-8d34-845c654f0a94&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】魔方公寓（深圳） 万众城 l特价房l押一,4300-3200
西丽,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nOP1N3P1b3rjcQnW9dXaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkDdrjELPj0vPHcdn1n3rEDKnHcvPWTLnjbOnjT3PWDYPEDznHTknTDznHTknTDQsjnQnTDYTHDvnHbLrjmOrj0YnHTKnHTKwbnV0AnVUA-1IAQ-uMEKnEDQTyu-uywx0ZKMXRqW0APxnWTznjTdnW6tnEDVnEDKnHD3nWcQn1TQnjcLnjckrjTknTDvTyGGmNI-rWcknjKxn1TknTDQTyw6PAmYPHNYsyFbuAEVPjwhuaYOrAR6sH7Bm10vmHDQrjNvrEDQnH9YnjTOrj03n1mdnjc3n1NzTHDQrjEknjb3P191njcQnHnLrHcKTEDKna3krHndrHnvnjNKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDKnik1nHDKXLYKnHTkPjnKnHTknWcknE7WnAmvrjDkmBYdP1R6sHEkrjDVmWNdnBY3nywhnvmYnH-Wm1mKTHTKTEDkTHE_nH9QnikQrjEQTHDKUMR_UT7WrHnLPAE1uW7-P1TQPWIW&tid=c0f6810b-575a-4081-b552-81df3f419cc6&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】华润置地·有巢公寓 西丽 留仙洞店,4575-4726
华侨城,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nOrH01njmkrHmvPWN3XaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkDdrjELPj0vPHcdn1n3rEDKnHnYn10dnWNznjnLP1ndn9DQn1TknTDQn1TknTDQsjnQnTDYTHDvnHbLrjmOrj0YnHTKnHDKwbnV0AnVUA-1IAQ-uMEKnEDQTyu-uywx0ZKMXRqW0APxnWTznjTdnW6tnEDVnEDKnHD3nWcQn1TQnjcLnjckrjTknTDvTyGGmNI-rWcknjKxn1TknTDQTy7hPW7BrjmYsHmLuycVPjmvmzYOuH66sHD3njEvuhmLnjbQuEDQn1TLrj03PH9dPjndrHNdnWTQTHD1nj03P19drjN1rjDYnWbzPj9KTEDKna3krHndrHnvnjNKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDKnik1nHDKXLYKnHTkPjnKnHTknWcknE7BnvFBuyEQniYOn1NQsHEQnvEVrHPBmBdhujK-PADYuWTYmWNKTHTKTEDkTHE_nH9QnikzPW9zTHDKUMR_UTDkP1E3nHR6uADYn1I-PvFW&tid=b3bbed11-9351-413d-93bb-fd0e4a4f04b5&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】华润置地·有巢公寓 华侨城 白石洲店,4837
港隆城,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nvPHEkn1ELPW9dnW0dXaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkD1njcOrjT3P1TvnH0LnEDKnHcdn1mvnHmznHDQPWbzrTDvPHTkTHmdnjTKnik1nHTKPTDQPWDOP19vrH9LPjDkTHDzTNujsgKWsyQG0Lw_uyuYTHDKnE7huyRbgLKkuL-xmLKWg1cknWTkPHc3xjDKsHDKTHDQrH01PjNYPWm3PH9krHEdrHnKP97Jpy7ZuHCznjTkg1nknjTKnED1uANdnjnzniY1nWRhsHELmhDVmyEzPBYLujI6uyNzmHc1uHNKnHc1n1nkPjnvn10Lnj9LnH9krTDQnWn1n1TYn1m1P191Pjn3n1nvTEDKTHT8njb1PHb1PWTdTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKTHD_n1DQTgVqTHDknjE1THDknjcznjDKn1uWn16BPjEVuhP6nzYYP10vsy7buhNVnWn1nAc3rjN3m1FbTEDkTEDKnTDYsjD3nHc_n1EYnW0KnE78IyQ_Tyw6PWNdPjDYrj7BPvPWP1c&tid=36c38b44-fca3-4776-adfe-2330b8858c2d&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】万年好尚寓 港隆城 西乡店,4620
后瑞,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nvn1nOPWTdPHTLnjbzXaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkDdPWbLnj01PW0dnHnLrTDKnHcdn1mvnHEYPjmYPj9vPEDQnjTknTDQnjTknTDQsjnQnTDYTHDvnHbLrjmOrj0YnHTKnHnKwbnV0AnVUA-1IAQ-uMEKnEDQTyu-uywx0ZKMXRqW0APxnWTznjTdnW6tnEDVnEDKnHD3nH9LrHEQP10Orjb1njE1nkDvTyGGmNI-rWcknjKxn1TknTDQTHPBmvmkPA7hsHmOnHDVPAu6mBYOnjc1sHTOrANYPHcOry7BmkDQnH9zPHnQPWckPj01PW91rHm3THDQrjcdn1DvnWTYnWn1Pj9znWNKTEDKna3krHndrHnvnjNKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDKnik1nHDKXLYKnHTkPjnKnHTknWcknED3uWnYnhm3uiYOuj0YsHw6rjEVmyDdPiYzmH7brjEQuHD3P1NKTHTKTEDkTHE_nH9QnBk1PWDLPEDQTyOdUAkKnHu6rHEOnWnvm1EYPHczrE&tid=8f342f8e-9d74-4a84-aa55-2a1d841e1875&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】亿巢公寓 后瑞 亿巢公寓后瑞店,4000-4300
岗厦,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nLP19LPWc3rH0zrHNOXaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkD1P1bYPHcYn1bQPj0vPkDKnHcvPWTvnWndPWELnH9krTDQn1TknTDQn1TknTDQsjnQnTDYTHDvnHbLrjmOrj0YnHTKnHEKwbnV0AnVUA-1IAQ-uMEKnEDQTyu-uywx0ZKMXRqW0APxnWTznjTdnW6tnEDVnEDKnHD3n1cQrHEvnWnLPWTkrH0zrTDvTyGGmNI-rWcknjKxn1TknTDQTHnvnAEkmHczsyFWnWcVPjNdPzYOm1P-syubmWnkmvuhnW-brEDQn1TOnjNLnHD1rHnYnW0YPHmQTHD1njbkPH0QnHn3P1D1P1czrj9KTEDKna3krHndrHnvnjNKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDKnik1nHDKXLYKnHTkPjnKnHTknWcknEDvujDQuhDLnadbrH6-sHwWmHDVrHPhPzdhn191PHNkPHELnjEKTHTKTEDkTHE_nH9krikvnj9zTHDKUMR_UTD3nvnOnWPhm1w6n1PBry76&tid=6d11fa70-d98e-4ca1-93f7-f38355054704&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】蜂趣公寓 岗厦 蜂趣公寓新村店,4780
西丽,https://legoclick.58.com/jump?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1n3PWEdrHEznHTzP19OXaO1pZwVUT7bsywBn1Evnvn1sHTQnhmVPAFbridBnW0LsHTkuHEYmHNznjbdmkDdrjELPj0vPHcdn1n3rEDKnHcvPWTvn10vPWT3PjmkrTDznHTknTDznHTknTDQsjnQnTDYTHDvnHbLrjmOrj0YnHTKnHNKwbnV0AnVUA-1IAQ-uMEKnEDQTyu-uywx0ZKMXRqW0APxnWTznjTdnW6tnEDVnEDKnHD3nWcQn1TQnjcLnjckrjTknTDvTyGGmNI-rWcknjKxn1TknTDQTH0YPWcdPjb1sHNOPAmVPj9LnBYOP1-hsHcduWuhPjKWnj9YnkDQnH9LnWTzrj0YP1mQrjcznWT3THDQrj0znjc3P1EvrHTdnHbkPjTKTEDKna3krHndrHnvnjNKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDKnik1nHDKXLYKnHTkPjnKnHTknWcknEDYnhNzPvcLnaYQryuBsHwhuH0VmHD3riYkmyu6nWDLmvubnj9KTHTKTEDkTHE_nH9QnikQrjEQTHDKUMR_UTDdrj9LPjP6PhEOn1NQmHIW&tid=42e27b70-19fb-4fe7-a189-0afa217cfd08&slotid=1002201&productid=10043&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】华润置地·有巢公寓 西丽 留仙洞店,4400
横岗,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1n3rjEkPjDkPjEkn1cQXaO1pZwVUT7bsHTduWnYnvn3syFhPHbVPjNvrad6nHnOsHcduHDvPWuhmyuBPkDYP1T3njNOnjnvn1bznTDKnHcvPWTvPjcvPHnznHELnkDdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03PWb3P1E1P9DQTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHDkP10LP1NdP191rjN1PW0kPjTKP97Jpy7ZuHCznjTkg1nknjTKnEDzmH-6P1-hPBdBuAmOsHE1nhcVmWnOPzdbP19vPHR6rjcknjEKnHDdnH0LrHbznjDQnW0OPHmYrEDQnHNQP10OrHcknjEOrj9Qnj93TEDKTHD8nTDKsEDKTE7WPiq8ubIjHaq501w-P7-gwZ0zEb7M5HYKnHcQsWnYsWDdna3zPjcKnTDkTHT8rTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTH6buWIWuhEYsHbQm1cVPjw6uid6rAu-sHN1mvmduyDdnA76PTDKnTDKTHTKPakQrjD1sjD3PHmKnE78IyQ_THN1njuWuWP6P17bPycLP1E&tid=8df7cfd4-91c2-44ae-a8fe-53cf5ea50aa4&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】桔子公寓4号馆 横岗 桔子公寓10号,4380
后瑞,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nLrHcQPjndnjNYnHTkXaO1pZwVUT7bsHTduWnYnvn3syFhPHbVPjNvrad6nHnOsHcduHDvPWuhmyuBPkDdPWbLnj01PW0dnHnLrTDKnHcvPWTvnWN3PWEdnWbOnkDdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03PWb3P1E1P9D1TNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcdnjndPWN1nWnznWnznTDvTyGGmNI-rWcknjKxn1TknTDQTyckPyD1nycLsHK6uhmVPjTkPid6nhRBsHu-rjIWuycvPvRhuTDQnHcQPWmvrHnYPWmYrj0QrHnLTHDQnWDvPWmOn1EvnjmQPj0drjEKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKna33THD_n1DQTgVqTHDknjTvTHDknjT3PHDKuj9dmymQrAEVuWPBmBYYuyPbsHb3PycVnA7BrANQmvcOP1NLTEDkTEDKnTDYsjD3nHc_n1mQP1NKnE78IyQ_TH7-mvNLPvw6uWb3PvnvPvD&tid=d85af18d-f3bb-4ecd-985b-0ab8e1cb9757&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】亿巢公寓 后瑞 亿巢公寓后瑞店,4024-4404
光雅园商住区8号,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nOPWbzrjEOn1NLPWbOXaO1pZwVUT7bsHTduWnYnvn3syFhPHbVPjNvrad6nHnOsHcduHDvPWuhmyuBPkDYPjmLPjT3rHmknWN3n9DKnHcvPWTLnjcLPWTdPjTQPkDdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03PWb3P1E1P9DYTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcdnWEOPjTOrjTdnHDkPTDvTyGGmNI-rWcknjKxn1TknTDQTH03uHNOmHIBsHF-rAmVPADLnBd6PHIhsH0zPyNknAmYm1uBP9DQnH0OP1DzPWn3PW9Ln1bdrjEkTHDQP1bLnHcvn19vnWEYrjDzrjTKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKna33THD_n1DQTgVqTHDknjTvTHDknjT3PHDKuyDdrHw6PHbVnW9vPzYYrHmzsH93myNVuW0kPjcduW6WPjcvTEDkTEDKnTDYsjD3nHn_nWm3rTDQTyOdUAkKuyELm1DdnhEYPHnLPWNYu9&tid=ea594a59-2867-4962-88ae-f70425f8c426&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】坂田 光雅园商住区8号 1室1厅,4880
八卦岭,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nOP10OPjEQrjcOP19dXaO1pZwVUT7bsHTduWnYnvn3syFhPHbVPjNvrad6nHnOsHcduHDvPWuhmyuBPkD1PHcOPHNvrHmYn10OrTDKnHcvPWTLnHnknjE1nj9YrEDdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03PWb3P1E1PkDdTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHDQrjcQnHc1PW9YP1TknHDOnjEKP97Jpy7ZuHCznjTkg1nknjTKnE76mWRBuyFbPzYYnjK6sHwbP10VmHu-nzYzP1DdryuBuhN1nhNKnHD3nWNdnjDknj9QPWD3n1cOP9DQnH9zPHNknHTkP1N1nWmYPWEkTEDKTHD8nTDKsEDKTE7WPiq8ubIjHaq501w-P7-gwZ0zEb7M5HYKnHcQsWnYsWDdna3zPjcKnTDkTHT8rTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTHwbuAw-uHF6sycznvcVPjcQmidBPyu-symOuANYuAm3uARWPkDKnTDKTHTKPakQrjTOsjcvPWmKnE78IyQ_THbQm16buH0vn1D1nHNvuWc&tid=4dddee2a-b23b-421a-b5fe-f9de4df8dec7&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】CM+城脉公寓 八卦岭 八卦岭店,4100-4400
塘西花园,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1n3PWNQn1b3P1nOrjmYXaO1pZwVUT7bsHTduWnYnvn3syFhPHbVPjNvrad6nHnOsHcduHDvPWuhmyuBPkDYnjEdnW0zPHTOn1mYrEDKnHcvPWTvn19dP19vP10LP9DdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03PWb3P1E1PkDvTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHDQnjDQnj93n1bvrHnOPHNkP1cKP97Jpy7ZuHCznjTkg1nknjTKnE76PHK6m1ckmzYLuhF6sHw-uWDVrjEYuiYYmyPWnH0QuWI6PADKnHDYPHN3PWn3PjbdnjN1rjcYnTDQnHEdPH9vn19Yrj0dnjEYrjmYTEDKTHD8nTDKsEDKTE7WPiq8ubIjHaq501w-P7-gwZ0zEb7M5HYKnHcQsWnYsWDdna3zPjcKnTDkTHT8rTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTHPhnWFWrAEzsy7Wuj0VPjb1PaYOuAnvsHTOP1RhnAmLuA7hnTDKnTDKTHTKPakQrjDzsjn1nW0zTHDKUMR_UTDOPW-bn1Nvm1mLujNzPjNQ&tid=3f22c8d2-acd7-4934-9dc6-0975f0f7daf0&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】固戍 塘西花园 4室1厅,4280
固戍井湾新村,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nOnj0zPHndP1NQPH0YXaO1pZwVUT7bsHTduWnYnvn3syFhPHbVPjNvrad6nHnOsHcduHDvPWuhmyuBPkD1PWnQnW0vrjEzrjNvPkDKnHcvPWTvPj93nWczrjczPTDdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03PWb3P1E1PkDLTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcYrHDQPjmOPHTdPjnvrTDvTyGGmNI-rWcknjKxn1TknTDQTH9Lmhc3PH6Wsy7huW9VPjmOmiY3PHbksyEkujP-uWPbuHn1PkDQnHNOn19vnWT1nHmvrj91rjEkTHDQPHb1rjmznjnQnj9QPWndrjEKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKna33THD_n1DQTgVqTHDknjTvTHDknjT3PHDKnARWnjFBrHnVmhnLPiYYPWuWsycvm1nVnju6rHFBmH66PW9LTEDkTEDKnTDYsjD3nHc_n1nzP1DKnE78IyQ_THcvnWcOPjDYPADzuHc3uyc&tid=0ec02b93-bc75-466c-b6c3-06a92ba8a687&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】领航城 固戍井湾新村 4室1厅,4200
大学城,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1nOP10LPHN1PjnLPj0dXaO1pZwVUT7bsHTduWnYnvn3syFhPHbVPjNvrad6nHnOsHcduHDvPWuhmyuBPkDvnj9QPWm3rjnkrHNQPkDKnHcvPWTLnHc1P1ckPjbOnkDdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03PWb3P1E1PkD3TNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHDQn19LnW0kPHbznWbdnWnOPW9KP97Jpy7ZuHCznjTkg1nknjTKnEDkn1bLnjD1radhmWuhsHE1PjDVrH66nidhmHDzPhFBmhRhmHDKnHD3nWE3rjcznHbYP1c3nHEkrTDQnH9zPj93nWcQrj93PHmQnHNzTEDKTHD8nTDKsEDKTE7WPiq8ubIjHaq501w-P7-gwZ0zEb7M5HYKnHcQsWnYsWDdna3zPjcKnTDkTHT8rTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTHNdmyuBnHKWsycQP1mVPAR6miYOnWKBsycvPH-hPvn1uWT1m9DKnTDKTHTKPakQrjDQsjnzn1m1THDKUMR_UTDLPWE3PyPBP1P-myP6myn1&tid=55afb10c-b176-4eaa-920b-b659f7c3f03b&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】家+公寓 大学城 创客公寓,4100-4900
